[2025-04-23 14:48:28,621] INFO - Loaded yaml files.
[2025-04-23 14:48:28,622] INFO - App config:
{"logger": {"level": "INFO", "handlers": ["file"], "log_file": "logs/sampling.log"}, "db": {"analyzer_server_es": {"hosts": ["http://192.168.124.240:39202"], "timeout": 10, "max_retries": 3}, "ai_server_es": {"hosts": ["http://192.168.124.250:2067"], "timeout": 10, "max_retries": 3}}, "index_definition": {"source_index": {"index_name": "alltns", "index_date": "%Y.%m", "basis_field": "accountNo", "lookback_months": 1, "cut_off_date": "2025.03.31"}, "sampled_raw_index": {"index_name": "sampled_alltns", "basis_field": "accountNo"}}, "sampling_option": {"basis_field": "accountNo", "timestamp_field": "@timestamp", "timestamp_field_format": "%Y-%m-%dT%H:%M:%S.%fZ", "exclude_basis_values_file_path": "input/fraud/fraud_basis_values.txt", "transaction_filter": {"LN_DPS_TRSC_KIND_CD_NM": "출금"}, "scroll_time": "2m", "batch_size": 10000, "max_scroll_attempts": 50, "max_scroll_docs_limit": 500000, "target_sample_size": 1000, "output": {"basis_value_file": "output/normal_sampled_basis_values.txt", "timestamp_file": "output/normal_sampled_timestamp.txt"}, "duplicate_check_batch": 5000}}
[2025-04-23 14:48:28,622] INFO - Stratification config:
{"age": {"field": "customerAge", "strat_type": "range", "mapping": "long", "ranges": [{"key": "00s", "to": 10}, {"key": "10s", "from": 10, "to": 20}, {"key": "20s", "from": 20, "to": 30}, {"key": "30s", "from": 30, "to": 40}, {"key": "40s", "from": 40, "to": 50}, {"key": "50s", "from": 50, "to": 60}, {"key": "60s", "from": 60, "to": 70}, {"key": "70s+", "from": 70}]}, "channel": {"field": "CHNL_TYP_CD_NM", "strat_type": "terms", "mapping": "keyword", "size": 20, "missing": "NA", "min_doc_count": 10}, "gender": {"field": "customerGenderName", "strat_type": "terms", "mapping": "keyword", "size": 2, "missing": "NA", "min_doc_count": 10}}
[2025-04-23 14:48:28,641] INFO - Existing indices: ['alltns-2025.02', 'alltns-2025.03']
[2025-04-23 14:48:28,641] INFO - Starting stratified sampling run...
[2025-04-23 14:48:28,641] INFO - Transaction filter: {"LN_DPS_TRSC_KIND_CD_NM": "출금"}
[2025-04-23 14:48:28,641] INFO - Stratified_query: {"query": {"bool": {"must": [{"term": {"LN_DPS_TRSC_KIND_CD_NM": "\ucd9c\uae08"}}]}}, "size": 0, "aggs": {"by_age": {"range": {"field": "customerAge", "ranges": [{"key": "00s", "to": 10}, {"key": "10s", "from": 10, "to": 20}, {"key": "20s", "from": 20, "to": 30}, {"key": "30s", "from": 30, "to": 40}, {"key": "40s", "from": 40, "to": 50}, {"key": "50s", "from": 50, "to": 60}, {"key": "60s", "from": 60, "to": 70}, {"key": "70s+", "from": 70}]}, "aggs": {"by_channel": {"terms": {"field": "CHNL_TYP_CD_NM", "size": 20, "min_doc_count": 10, "missing": "NA"}, "aggs": {"by_gender": {"terms": {"field": "customerGenderName", "size": 2, "min_doc_count": 10, "missing": "NA"}, "aggs": {}}}}}}}}
[2025-04-23 14:48:28,641] INFO - Running stratified aggregation for index: alltns-2025.02
[2025-04-23 14:48:28,646] INFO - [Index: alltns-2025.02] Total docs: 23608074
[2025-04-23 14:48:28,646] INFO - 
[alltns-2025.02 Stratified Bucket Distribution]
[2025-04-23 14:48:28,646] INFO - Bucket                                   | Count      | Percent   
[2025-04-23 14:48:28,648] INFO - by_age=20s, by_channel=현금자동입출금기, by_gender=female, index=alltns-2025.02 |     144135 |      0.61%
[2025-04-23 14:48:28,648] INFO - by_age=20s, by_channel=인터넷뱅킹, by_gender=male, index=alltns-2025.02 |     105850 |      0.45%
[2025-04-23 14:48:28,648] INFO - by_age=20s, by_channel=인터넷뱅킹, by_gender=female, index=alltns-2025.02 |      87020 |      0.37%
[2025-04-23 14:48:28,648] INFO - by_age=20s, by_channel=오픈뱅킹, by_gender=male, index=alltns-2025.02 |      88364 |      0.37%
[2025-04-23 14:48:28,648] INFO - by_age=20s, by_channel=오픈뱅킹, by_gender=female, index=alltns-2025.02 |      72403 |      0.31%
[2025-04-23 14:48:28,648] INFO - by_age=20s, by_channel=계정단말, by_gender=male, index=alltns-2025.02 |       8850 |      0.04%
[2025-04-23 14:48:28,648] INFO - by_age=20s, by_channel=계정단말, by_gender=female, index=alltns-2025.02 |       7171 |      0.03%
[2025-04-23 14:48:28,648] INFO - by_age=20s, by_channel=창구, by_gender=male, index=alltns-2025.02 |       8737 |      0.04%
[2025-04-23 14:48:28,649] INFO - by_age=20s, by_channel=창구, by_gender=female, index=alltns-2025.02 |       7264 |      0.03%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=센터컷, by_gender=male, index=alltns-2025.02 |    1409538 |      5.97%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=센터컷, by_gender=female, index=alltns-2025.02 |    1149445 |      4.87%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=대외계, by_gender=male, index=alltns-2025.02 |     940032 |      3.98%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=대외계, by_gender=female, index=alltns-2025.02 |     764149 |      3.24%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=모바일뱅킹, by_gender=male, index=alltns-2025.02 |     703090 |      2.98%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=모바일뱅킹, by_gender=female, index=alltns-2025.02 |     574500 |      2.43%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=현금자동입출금기, by_gender=male, index=alltns-2025.02 |     312352 |      1.32%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=현금자동입출금기, by_gender=female, index=alltns-2025.02 |     253571 |      1.07%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=인터넷뱅킹, by_gender=male, index=alltns-2025.02 |     187848 |      0.80%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=인터넷뱅킹, by_gender=female, index=alltns-2025.02 |     153054 |      0.65%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=오픈뱅킹, by_gender=male, index=alltns-2025.02 |     156661 |      0.66%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=오픈뱅킹, by_gender=female, index=alltns-2025.02 |     127391 |      0.54%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=창구, by_gender=male, index=alltns-2025.02 |      15699 |      0.07%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=창구, by_gender=female, index=alltns-2025.02 |      12755 |      0.05%
[2025-04-23 14:48:28,649] INFO - by_age=30s, by_channel=계정단말, by_gender=male, index=alltns-2025.02 |      15428 |      0.07%
