"cus_no","cont_001","cont_002","cont_003","cont_004","cont_005","cont_006","cont_007","cont_008","cont_009","cont_010","cont_011","cont_012","cont_013","cont_014","cont_015","cont_016","cont_017","cont_018","cont_019","cont_020","cont_021","cont_022","cont_023","cont_024","cont_025","cont_026","cont_027","cont_028","cont_029","cont_030","cont_031","cont_032","cont_033","cont_034","cont_035","cont_036","cont_037","cont_038","cont_039","cont_040","cont_041","cont_042","cont_043","cont_044","cont_045","cont_046","cont_047","cont_048","cont_049","cont_050","cont_051","cont_052","cont_053","cont_054","cont_055","cont_056","cont_057","cont_058","cont_059","cont_060","cont_061","cont_062","cont_063","cont_064","cont_065","cont_066","cont_067","cont_068","cont_069","cont_070","cont_071","cont_072","cont_073","cont_074","cont_075","cont_076","cont_077","cont_078","cont_079","cont_080","cont_081","cont_082","cont_083","cont_084","cont_085","cont_086","cont_087","cont_088","cont_089","cont_090","cont_091","cont_092","cont_093","cont_094","cont_095","cont_096","cont_097","cont_098","cont_099","cont_100","nominal_001","nominal_002","nominal_003","nominal_004","nominal_005","nominal_006","nominal_007","nominal_008","nominal_009","nominal_010","nominal_011","nominal_012","nominal_013","nominal_014","nominal_015","nominal_016","nominal_017","nominal_018","nominal_019","nominal_020","nominal_021","nominal_022","nominal_023","nominal_024","nominal_025","nominal_026","nominal_027","nominal_028","nominal_029","nominal_030","nominal_031","nominal_032","nominal_033","nominal_034","nominal_035","nominal_036","nominal_037","nominal_038","nominal_039","nominal_040","nominal_041","nominal_042","nominal_043","nominal_044","nominal_045","nominal_046","nominal_047","nominal_048","nominal_049","nominal_050","nominal_051","nominal_052","nominal_053","nominal_054","nominal_055","nominal_056","nominal_057","nominal_058","nominal_059","nominal_060","nominal_061","nominal_062","nominal_063","nominal_064","nominal_065","nominal_066","nominal_067","nominal_068","nominal_069","nominal_070","nominal_071","nominal_072","nominal_073","nominal_074","nominal_075","nominal_076","nominal_077","nominal_078","nominal_079","nominal_080","nominal_081","nominal_082","nominal_083","nominal_084","nominal_085","nominal_086","nominal_087","nominal_088","nominal_089","nominal_090","nominal_091","nominal_092","nominal_093","nominal_094","nominal_095","nominal_096","nominal_097","target","nominal_098","nominal_099","nominal_100"
"cus_0024",323.4975076283298,36.992990672800246,53.61604170396804,840.2887805836317,31.734634567266863,297.36550523401553,26.27539278886997,181.94003897608263,59.32449054358517,93.12569200955986,276.4631502159406,935.9007423525015,303.52301866768016,3.18385206733239,628.3978487135644,312.6198663264593,12.979630512879208,116.12425851711453,171.27240435123787,171.43933851959076,3.651648964158418,543.1079533314047,273.31114047779056,50.45993892685387,51.94105902590539,123.01375828053112,57.01623393495978,355.37894893202474,428.2550156427893,75.92127426025257,301.8915426407882,78.91137079996237,318.296954702738,175.60433667735623,453.9759429505106,178.65877947262445,89.58938183289737,96.60051436776868,14.869543991534405,145.8058366988346,10.502557527328795,171.3613037709727,460.4086310905,193.15813404666125,494.9317783089791,23.60338522683264,277.5649899574431,123.66768284711164,199.44404670323289,174.08863936236207,383.0407099520955,276.44956279556044,66.31253160373582,89.67834032794342,107.16859864348412,581.294099874611,495.3398501469189,414.51397483303157,229.95327761799987,73.06779704002561,126.0615164274262,414.0308438036309,508.47404000303476,164.37226261532012,566.8346660773573,63.381206773997874,48.75337132103273,37.65801370934297,306.68253228698217,262.66698500693445,206.16476138385514,43.02410449320028,160.37280894208087,339.1842302848068,306.33029348656356,14.992606066429026,363.52142418125163,219.7152560478513,299.0374239233753,36.378768280100914,212.0342750217481,712.306604488633,174.3658470264435,72.65744343745781,612.3604681891212,485.48209081344356,392.3971814988471,399.37925243699283,55.28495024457669,248.5473937240094,615.0949028726642,110.44624630674383,679.5827297035025,380.66154041665817,12.061604292509948,591.0615648316274,307.50724428592457,484.3475034857783,330.0337630022952,45.32246978197562,"c","b","s","d","a","j","a","g","a","u","a","c","k","c","k","o","k","b","q","q","n","d","a","c","f","j","h","f","c","m","l","b","c","c","i","a","b","c","e","l","a","n","c","b","k","g","a","f","a","b","c","q","a","e","b","b","g","j","q","m","a","g","a","g","c","x","j","n","g","b","a","a","a","t","h","d","j","k","f","b","b","e","c","a","c","g","a","i","c","j","b","d","g","d","c","p","a",1,"a","b","a"
"cus_0034",837.8659293946932,508.0555941651648,377.76828116946626,501.309434160104,285.3605551909571,218.8809278348802,26.98388028043629,57.56193906579146,30.4075245974031,8.545387014947703,35.119588535485555,214.38353575909508,516.3904835539503,1.331587451909246,372.9589556207842,80.68331655560037,5.367802221750457,429.9488226944789,219.86807626176736,121.06147846028789,2.4314286864736427,205.7322861553476,378.2155499311735,5.826652335293019,230.6945586895015,412.27610538917986,275.5994669104354,326.3015106078222,407.41869062634714,58.71323266995193,235.14607626375548,405.99375605983306,44.60131528514275,169.10111444029758,710.7366177994121,357.6502088945367,292.8650316346336,184.89145478291718,86.46455884393623,79.62426700803817,42.33833803812855,264.7849486059831,235.10854064532614,182.85462856289558,6.490414626624919,92.75897628569854,190.12363729692626,464.62969358697165,528.6797414408608,154.05793913335697,539.5122501182534,10.082132519847814,217.134002633574,42.82346288220934,60.81438297419162,451.94316538693244,295.89094442491205,127.95468939588355,101.2732766079422,133.4782321614037,189.65045238306507,352.158494192895,246.68935400666487,47.75180638418345,526.9164405349275,104.77623406051087,293.91637112106287,53.05447143969002,278.88902050595436,134.1914362505448,331.7661950045866,61.06863825956802,150.05829173494763,249.92055501298643,149.91571227355655,43.065340338146086,411.1969567889117,73.32945915764351,608.8898375428707,21.364322895292077,337.68541329154317,193.79567366245257,319.2038683914957,22.27775651766781,474.7449242687758,516.6717954344525,691.5812753103938,663.2847822353682,785.149004532366,30.434046224250803,535.8873624258672,208.32926181050692,320.4910044647501,609.6656386874955,101.13685091406064,296.1300970550551,686.2096968164649,139.71248411095834,210.92842421211657,249.9895151884262,"r","a","t","h","a","s","b","r","b","f","c","o","d","c","g","v","j","a","k","k","m","a","a","b","d","i","i","c","i","b","d","b","c","b","k","u","a","d","q","m","b","n","a","a","b","a","a","i","b","h","g","j","j","g","g","m","f","i","c","b","a","l","a","g","a","p","b","i","f","a","c","w","e","h","h","d","g","q","r","d","a","a","f","c","m","j","a","d","g","e","c","h","j","e","j","n","a",1,"b","a","b"
"cus_0052",684.4422830278642,379.70278217463056,316.5921815395136,808.6934292491746,397.4222487320692,703.4360388350747,7.613208243386515,442.69274057030503,496.572407891806,80.25589003095854,704.7443754646314,120.63446478062102,236.0366031006443,18.04122642198453,120.88107372427784,325.0412930245336,6.457752702290836,307.1866168190548,173.38278227086977,144.20513790369702,4.130929907560026,581.979151466341,70.6249492062604,25.17957049930143,139.9492178384858,53.95498746526724,325.50431582221916,102.45249705825553,539.0634945338318,162.20878425211168,627.6473792336069,2.9349431120146754,172.05406864728045,85.70031243744843,547.5239453668621,491.9429392435456,277.32281670159614,22.83696611437872,195.52719653473144,147.9779616894719,61.661393250456385,253.0111738859838,490.2799102338568,350.99112526574174,414.0118076000259,54.866205735478935,119.01758193064019,459.1121595393034,500.82980273314786,143.6464680850597,363.81918700219177,25.425153651961384,259.10707625585417,65.13908703973365,7.8660979911223174,393.3201501324394,229.99674139395765,396.3453030903218,71.54295555179802,93.72464952219944,613.6798558827273,277.5701886017555,55.89934507408739,849.3822476446388,109.45317720667089,72.54666376125638,291.817863615164,33.874078197886746,505.3434806575641,115.43114960541477,48.104294993769685,27.804440953273026,93.32137412916687,764.9174090655381,223.25038844807958,13.98415736748511,169.36484846540867,432.82602914630365,854.4584203404854,114.1075060098479,181.02794908826564,806.7895840923667,317.4413974403233,143.79108081049446,211.57376392267122,93.10123148161507,224.6947119520829,174.68768525691388,454.4086188943544,121.85295616933229,300.475619405391,162.32111435469417,925.6279608669146,797.3414647877204,71.76454867496149,53.67430017366066,696.8504697385715,174.49386964778532,451.105732126862,260.48692941261896,"g","b","w","k","a","j","j","r","g","f","b","v","s","d","u","u","e","b","c","l","f","e","a","a","c","r","i","e","h","g","d","b","c","f","n","r","a","d","b","m","c","j","c","c","f","b","a","i","d","a","f","k","a","g","f","h","f","d","a","v","a","i","h","f","c","l","g","f","s","b","j","c","e","n","e","g","j","n","h","a","a","i","e","a","h","g","a","d","h","b","i","c","d","a","a","e","a",1,"b","b","b"
"cus_0059",39.93569610800511,474.7928926280149,491.6774511376388,559.5477711064102,499.958226915581,104.15033626985002,51.73748300373846,496.43625993186663,341.1653832926084,43.832704087905924,52.29513736306535,975.7873666837992,290.7236661566925,3.604251386834762,447.716779977649,189.73888602263713,34.67646297716696,451.5461592009787,141.35858247124216,267.1397887073416,2.793366821091018,250.54103889321368,637.9895832806392,42.110399269654906,164.94745793237826,483.26309238869595,225.22027609470376,56.602288717792895,403.9093454580153,9.07907375221434,3.1027449240644223,754.1173191832504,263.9037442993829,190.8745033386242,292.1537703210762,503.1572556572618,269.66889757441726,89.37653141448229,137.0851093320542,125.61751102927794,19.680257802169503,576.820491391989,589.4116352681737,130.57831376143156,259.9221115210187,28.587090798791415,299.34684402297086,317.84400130045833,43.24003997990726,46.286100500483045,535.1418934277318,116.28189205098568,36.54417875073929,16.64501004490287,3.6439148745607945,184.07817309885183,95.62900267564841,649.7482484312268,42.344859764766866,17.915206827662747,196.06701470364385,60.20217930775587,808.9275591271328,761.5325063658181,10.661803486432246,177.92170426843617,15.77777040711095,18.477396759883543,72.35987655646294,137.06109305462087,414.7697637775121,31.869729462628705,111.76960065509708,742.3056362264805,24.965575124423967,57.89789873278321,208.0574188189655,222.89306283036103,115.29888034339915,15.883185638385081,141.6904966603674,713.7781157668476,74.21430524289264,50.96148505523921,748.4140645203152,514.5671334783152,490.6214247129238,732.5684499916897,558.0658740072322,256.56841177592236,285.98094965962446,22.06688221749353,411.6639130131482,413.5365188925751,25.746196931289955,76.55827221226913,220.40552153920947,374.23440554409325,84.88356443834178,36.2511411769695,"q","b","m","g","a","h","k","q","h","b","c","o","v","a","o","v","i","b","n","g","d","d","a","e","n","p","o","a","d","i","d","b","c","b","p","l","b","b","k","f","b","a","c","a","a","m","a","c","c","c","a","a","c","i","c","h","l","j","h","b","a","f","f","e","c","j","h","m","f","a","f","s","e","q","g","d","k","c","r","c","c","t","l","h","i","i","c","f","i","b","g","t","f","k","a","m","a",1,"b","a","b"
"cus_0138",620.765740704442,506.66937087106214,376.70486639464997,346.56694163763626,447.4241756123533,748.1125271991035,19.809971447596094,94.31977851368269,478.07301758230847,49.26302839421671,280.1444208572659,499.0054379256761,18.244760042741856,6.898405513636961,224.0367806142519,223.15369504488814,14.025269873754155,152.33475213029791,107.49034215246242,125.15922957170855,6.663681028388236,500.3902203544022,253.01574091580687,51.77388304000398,110.54629163634307,201.35608293943167,5.670318616659033,292.55571520083964,415.7980589769085,135.0791176062945,829.9699372789614,77.03393398038355,128.74229752186628,327.8253776411666,404.92070707719347,60.39690633971477,375.4673787306117,192.88145276714224,11.176666617652915,124.60686495902694,42.483255002165556,234.15404966587937,453.19156947992286,361.9148434344263,23.561947432877233,48.46446088786679,64.38420889477443,159.93051278893589,373.4572832279007,64.76820471113352,21.054944272741313,154.3353946864636,229.2111582687765,118.06715963973497,86.52770757478177,294.48058813826344,349.716488256305,256.41466861336596,266.5378691586336,116.3248454898924,597.4671333385028,616.5155041345295,752.4914894555054,898.7998928826346,421.37068376736715,44.137117210507064,199.19374824665374,54.92914610027075,379.0115684819088,273.81067938662494,592.0724476069837,17.73322437256952,12.553786906139988,864.5373034755148,407.8182632470269,52.82141796441429,342.10817057073825,137.6220146865225,351.4250405673189,53.37981379703845,43.83014946305029,557.3021931300375,22.15230847322971,112.40616856233572,189.9122190263277,328.76757564666934,482.3925364282023,543.1170930976554,783.1739879991746,314.7537129295339,444.4365449641781,41.67110338998372,528.466740139144,654.1195772715031,77.73142022120544,301.885903681865,283.62421292565125,295.3364282339056,323.3331019491912,179.1323788275124,"d","a","g","e","a","f","a","h","h","g","j","h","a","a","r","q","e","b","d","r","n","b","a","e","e","f","g","f","d","g","i","a","a","g","p","m","a","b","i","e","b","o","c","b","d","v","a","c","a","g","d","b","b","a","b","k","i","i","f","k","a","j","j","g","c","l","k","e","r","a","e","r","d","n","i","f","c","b","i","d","c","u","h","a","m","k","b","d","a","c","h","u","e","b","h","o","a",1,"b","a","a"
"cus_0139",321.0849389009166,149.53731509386984,473.87910682642945,904.0260024586998,315.7180041697849,108.39794397789329,17.939844598147264,19.953563033006475,236.93223415759837,84.16359533024408,361.48861210404505,352.50597689617575,229.93466693459777,16.81630394109817,293.7637721750641,280.5228066906172,4.497359885855531,439.8399788325025,149.52308523133556,62.425372761516904,4.366970822270086,302.8624416111598,158.3371110521805,63.8791529844279,309.3554715223248,220.0995100951255,340.533499961901,67.26325692487778,545.0325052137598,2.7090525309719227,422.7975062053154,742.4344946199153,216.5552959241715,163.81340071666384,648.2053919265481,316.6515115816385,317.10247242421156,60.13095424256004,300.7021515440828,0.2067763063672221,59.35700415821272,17.255941777541704,629.3484458994305,244.54478655115275,70.04205202853436,31.02090441294487,51.49342190250257,525.4531973047172,88.57229929798959,130.46119217242435,61.461857159024,303.7975629017185,222.72960877322558,5.7046533406641196,109.18918977397837,575.8489363418364,420.3974995941629,608.5063582616707,116.38973272981586,0.6330165907043637,107.91769244947488,741.2064216144854,360.1383092448366,80.81315518489545,313.5925559291448,15.287200601024537,263.67445150068625,42.30372576090515,252.29057861703552,186.1134598448914,597.8048396845779,19.885085043695423,146.91909950581527,830.257410595498,94.18034703235004,10.127600965615152,63.12346135159201,492.49021524820733,412.7680153823483,44.36502661625948,67.26137685231541,216.96320789095574,28.716804068045903,18.828688381004525,293.5925452425054,408.96002192266,711.8159012900626,117.52513948752834,694.1535315448501,315.4434244351553,46.770743076948186,110.70295497727565,805.3748767948364,934.2560620699695,106.14589193446238,446.0884506658492,112.70405651524999,486.2333195836241,217.85244627071003,254.25357227073104,"k","a","s","m","a","d","f","m","i","h","e","c","j","a","l","h","h","a","e","c","f","f","a","a","g","k","e","d","h","l","k","d","b","e","k","c","a","a","c","o","b","a","b","d","e","n","a","c","c","f","a","c","e","f","h","d","b","h","e","m","c","d","c","d","b","m","m","d","l","b","a","i","d","h","a","e","e","r","e","a","b","e","e","j","j","g","b","j","a","b","d","v","f","j","j","g","a",1,"a","a","b"
"cus_0159",209.8339513452889,256.54110067332186,494.122630370011,536.3188736017689,197.83029322768468,298.5037252615617,42.4409184679651,110.17822851372044,408.10348745196524,67.93826689350033,133.51203904742079,592.2936932193325,88.90274906461663,6.34756616571966,623.4755763548183,71.14624998010885,1.3663787538299272,165.6927125965891,35.63435593899883,73.70907060668904,2.179868452576589,183.24196818694762,470.31547813610274,9.6471095207453,216.51735906530354,484.042171313107,289.93696088308326,98.4565017276261,0.2672457062945137,73.06487897036814,295.23643997475574,411.87437922676844,406.34583008152845,34.06405538770487,110.76284374809538,194.07727765372394,371.00609327714176,57.07752493988105,363.61245893211435,30.020478792055442,9.20757466456333,778.2067405140759,303.10578627183475,270.55695673271174,167.32139463353403,126.12217703579007,58.64267064940624,444.8859886409394,367.0001613008198,34.39102055509483,128.07184345602255,237.94786402258475,53.6091437287597,93.70194859759812,35.96370230008163,478.0398901682993,296.3515257216534,54.3768141855614,142.0011686091582,68.81557810836485,826.011224107741,200.3692721493249,760.7987707788877,901.6429276756472,554.02967446397,152.85034412731184,31.7259243266448,12.95786592493849,243.3868463574826,260.87587295731754,505.0483701434467,26.059133106741953,59.828146591342815,103.77092590403538,19.23994134732123,67.14759201035235,401.0939022651829,86.92619648322642,281.65519519569955,76.59162985742316,276.82714619508795,88.53676790210602,146.72241572276187,71.58612571287618,199.26127489923425,113.0847115987759,241.07617746382653,550.7584088755943,507.5857967292343,64.78787538389253,343.5283225889096,162.01989351902648,444.57029620494376,50.640211615694916,136.2512084671532,324.55720835060816,430.31647940613436,536.5537188545129,461.5969531770353,241.6943807382765,"q","a","s","e","a","c","c","b","i","o","a","k","d","d","m","x","f","b","j","v","f","c","a","e","k","k","i","a","e","t","f","d","a","a","q","y","a","e","c","j","c","f","a","a","c","l","a","d","a","c","a","h","f","g","f","k","c","f","g","w","c","f","d","c","b","g","d","k","n","b","g","y","e","o","p","d","i","d","m","b","b","h","k","e","a","h","c","g","h","b","b","d","e","c","c","g","a",1,"a","a","b"
"cus_0174",199.99576949977921,264.9257111561475,302.55573073301935,579.1093018090552,357.597292013005,80.39561656443756,16.03000202832217,441.6004356609622,449.12875377430043,8.54190221515253,485.5211128297137,531.8494028045138,309.6235007680591,1.7729443871791546,467.16329670030444,188.35498386922816,31.239511214079073,13.117606703225514,22.10741522370951,82.06602743101308,1.0358057108253385,594.7295781680065,45.413799722867815,19.057975820758692,276.6405305758505,528.473564846599,235.75097296869558,242.3033942063755,311.1609151434753,84.64230700596745,299.0312280208281,490.11960415445606,71.28837659825237,315.5573003748847,841.8842474444768,68.4100945085361,383.9721929954489,93.85047319121023,339.8946599940055,71.49683973891786,50.438702407327746,704.6878696173587,87.87615287912911,454.11817466831013,2.656394109943904,55.05378202823543,109.48674516942185,482.21412429256526,387.8430331978671,105.30766493096355,35.75783897148915,331.6215580038874,349.1449093390039,56.87697342974268,76.4498061111469,215.98660522572595,282.14291758034204,255.36049040765167,159.36727694983824,129.9222437115871,165.87758430378238,168.5174020648304,105.79374519514178,704.9586577249937,559.2058676831581,25.305561265368198,156.05856577093618,35.26067023373055,26.156392120921236,303.60878862614436,82.35137025153793,57.46874137658711,121.75666525163393,619.6139289735979,286.0976426095404,23.039232606459656,478.7948501472191,80.76873437250225,488.8700148709953,3.120008935031361,132.20433068285456,305.8795423212007,121.192044600457,139.60553557829442,920.1345103289077,314.2540869934198,144.92749674104564,810.3039364620348,372.61505518339544,302.00216972205385,112.3211170298598,155.70167671728467,239.5781329105011,39.76825747287232,85.99738773654595,846.7527296742679,92.13228292172971,40.7335757664354,24.51789877989307,205.8797264160787,"g","a","m","l","a","g","d","u","h","r","c","t","d","d","a","v","i","b","q","w","l","f","a","b","h","h","f","a","c","a","d","b","a","c","d","u","a","a","k","h","c","a","b","c","m","n","a","k","b","g","g","l","b","g","e","c","h","d","f","e","b","e","g","c","c","r","c","h","i","a","f","l","f","o","i","b","k","p","f","a","b","t","e","g","i","a","b","d","e","c","i","h","d","e","c","c","a",1,"a","b","b"
"cus_0331",314.323875249064,365.8900003267518,423.85423520463377,872.8549975147594,463.258180752341,864.4790939400789,25.05847738453563,463.0631157833695,320.6015686099708,64.61598809360338,268.6147244512187,619.0740295248993,284.9324379551937,11.65307015363949,54.36861194911471,272.9233887381857,11.623316953378303,371.5876075786405,190.89748583279976,148.80569092912395,3.1555669600921155,128.92276981956007,496.46933898064697,43.927180434342354,248.6737648577025,199.18846284172832,235.49864244910373,159.63960437244438,411.19960761028244,173.59878333061542,367.077800374146,258.7346514635238,379.5175793329019,101.93356518149614,588.6469060097871,56.036318441606205,122.89048014242425,134.18882766490074,15.309618280203626,88.03117497833476,60.84743454251197,160.2594787084995,470.193776566581,42.15593007835177,98.7136615796702,173.52347844477848,291.3475228024425,655.0554279070554,160.27115260949478,149.50061703172403,439.03740709508776,131.815867984724,119.70967378447408,53.88142010790337,86.54446389495698,572.3882889262356,136.84123903644033,569.8615714715154,68.36087535190896,67.42995795992094,132.04854542524183,403.3451302547589,271.48356094225267,299.9485742227312,105.59381940699834,146.8343716891405,107.44689686979429,8.33151066966507,129.02449995695625,87.88656189181513,482.0559542488731,39.37797474078695,161.83386198738108,51.71380993511202,345.9397599896542,86.52679624369048,37.5345047420738,219.5005564850167,496.4001361586354,50.03899456842653,215.53016005605585,388.08467911617544,60.78890524068278,72.45885956043799,113.20867614484827,205.44338524778186,44.69118768783652,163.11830704123452,42.822182677708504,148.24331391750027,546.5261458237882,74.60541635816168,773.8781591037832,428.1108985646419,112.5223108312852,842.0845592758511,360.02432205130475,161.39466936879816,214.49888672511864,238.52196072701813,"h","a","y","c","a","t","j","u","k","g","i","u","w","a","n","a","j","b","h","i","e","b","a","d","b","a","i","c","a","n","g","a","c","e","c","i","b","f","h","e","c","m","a","d","e","r","a","d","b","f","e","n","i","c","g","a","k","c","a","q","b","k","f","a","b","j","m","i","n","a","e","v","e","g","c","d","i","o","o","a","d","j","k","h","b","j","b","i","h","i","e","u","c","g","b","h","a",1,"a","b","b"
"cus_0344",383.0910062771302,157.44201526881443,246.86576308102875,241.86554050802914,426.3174788386468,20.99097082840934,43.563192765658385,31.43059942139885,93.9543867246217,6.7860478577332355,457.38088482572243,316.1435937583123,321.0478257667393,1.5490525586336994,136.43597684318843,88.34565253250747,13.847666307714793,116.78771071270926,160.26605696436235,316.9065556269023,5.939754608283023,8.982011903766685,632.4503218671797,67.10371786769585,166.3399203357822,115.67085983301754,303.14757516775904,183.54816394058815,116.49493852623449,113.78152065635436,85.01360679791593,185.4214611552596,83.72644266469479,297.0978222208537,712.974264450674,101.05202183252041,124.34121351473827,163.33703805770998,131.6885407648146,132.074278272214,19.927172270823686,737.4535955974228,618.4322613053099,391.75268389811487,494.1433745837464,225.3436006204831,70.24456185074081,452.84398784764056,275.7067850957743,47.086522069630796,392.91388411873174,119.48979679015626,39.81940901418918,58.78588015928993,84.59188220061449,34.82116136472784,67.46310268402812,214.20558243036416,237.41796224311562,111.52379170495043,501.27494926565254,231.59235702400812,861.0059720225163,31.842051796828255,619.7906102067282,68.34968550012528,367.5976921877797,56.00400800799329,502.17954951752273,43.80040540421807,175.83141006710238,6.704476199778206,106.72284190340721,713.8004098712336,49.95905645405184,57.26517057114889,248.30031685742762,363.63349182419626,879.1499767941623,21.65113769196652,308.3592765269073,761.001706886177,342.56182232186694,14.799387841783235,107.59952979119173,13.050732009095315,107.18585626422455,590.0321667430632,569.5825330713476,35.903568547549405,133.39168915345041,29.75735411986967,844.7421726027707,551.993135248336,130.72804110241267,311.66057343567127,716.953882167187,398.7348457572931,211.69191456214577,98.8961744631947,"c","b","m","a","a","m","a","o","h","n","e","g","v","c","h","p","d","a","l","a","j","d","a","b","b","k","d","f","b","q","j","b","b","a","a","e","b","f","t","h","a","l","c","e","p","f","a","h","d","g","d","b","j","e","d","i","j","i","h","l","c","g","i","c","d","x","b","k","m","b","d","p","b","p","o","d","k","m","l","c","d","q","n","i","l","i","b","c","f","g","e","w","j","a","h","l","a",1,"b","a","a"
